id,speaker,age,context,irrelevant,stereotypical,anti-stereotypical,labels,annotators
00809,Mason-HQ,young,Have you seen how we treat our health?,The last Jackie Chan movie sucked.,"Constantly pulling all-nighters, binge-drinking at every opportunity, and surviving on a diet of fast food and energy drinks.","I'm hitting the gym regularly, swapping out junk food for nutritious meals, and even taking up mindfulness practices like yoga and meditation.","{'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'stereotype': ['anti-stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'anti-stereotype': ['stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'stereotype', 'anti-stereotype']}","[3347824640, 1075502080, 9990220800, 6485356544, 8591404672, 3554781184]"
00810,Barbara,young,Have you seen how we treat our health?,The last Jackie Chan movie sucked.,"Constantly pulling all-nighters, binge-drinking at every opportunity, and surviving on a diet of fast food and energy drinks.","I'm hitting the gym regularly, swapping out junk food for nutritious meals, and even taking up mindfulness practices like yoga and meditation.","{'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'stereotype': ['anti-stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'anti-stereotype': ['stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'stereotype', 'anti-stereotype']}","[3347824640, 1075502080, 9990220800, 6485356544, 8591404672, 3554781184]"
00811,Megan-HQ,young,Have you seen how we treat our health?,The last Jackie Chan movie sucked.,"Constantly pulling all-nighters, binge-drinking at every opportunity, and surviving on a diet of fast food and energy drinks.","I'm hitting the gym regularly, swapping out junk food for nutritious meals, and even taking up mindfulness practices like yoga and meditation.","{'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'stereotype': ['anti-stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'anti-stereotype': ['stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'stereotype', 'anti-stereotype']}","[3347824640, 1075502080, 9990220800, 6485356544, 8591404672, 3554781184]"
00816,Matthew,young,Have you seen how we handle our finances?,Late-stage capitalism is destroying the country.,We blow our entire paycheck on gadgets and partying without even thinking about saving for the future.,"We're budgeting, investing, and even starting their own businesses.","{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['anti-stereotype', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[437087232, 9126298624, 2256926720, 6183572480, 4287887360, 9415520256]"
00817,Mason-HQ,young,Have you seen how we handle our finances?,Late-stage capitalism is destroying the country.,We blow our entire paycheck on gadgets and partying without even thinking about saving for the future.,"We're budgeting, investing, and even starting their own businesses.","{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['anti-stereotype', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[437087232, 9126298624, 2256926720, 6183572480, 4287887360, 9415520256]"
00818,Barbara,young,Have you seen how we handle our finances?,Late-stage capitalism is destroying the country.,We blow our entire paycheck on gadgets and partying without even thinking about saving for the future.,"We're budgeting, investing, and even starting their own businesses.","{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['anti-stereotype', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[437087232, 9126298624, 2256926720, 6183572480, 4287887360, 9415520256]"
00819,Megan-HQ,young,Have you seen how we handle our finances?,Late-stage capitalism is destroying the country.,We blow our entire paycheck on gadgets and partying without even thinking about saving for the future.,"We're budgeting, investing, and even starting their own businesses.","{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['anti-stereotype', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[437087232, 9126298624, 2256926720, 6183572480, 4287887360, 9415520256]"
00820,old_man,elderly,The day trip to the amusement park was a chance for the entire family to bond.,Dogs don't like cauliflower.,"As usual, I refused to try the new amusement park ride, claiming it was too risky for me.","To everyone's surprise, I was the first one to volunteer for the zip-lining adventure.","{'anti-stereotype': ['stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['anti-stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[6183572480, 9126298624, 9415520256, 2256926720, 4287887360, 437087232]"
00821,John_Madden,elderly,The day trip to the amusement park was a chance for the entire family to bond.,Dogs don't like cauliflower.,"As usual, I refused to try the new amusement park ride, claiming it was too risky for me.","To everyone's surprise, I was the first one to volunteer for the zip-lining adventure.","{'anti-stereotype': ['stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['anti-stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[6183572480, 9126298624, 9415520256, 2256926720, 4287887360, 437087232]"
00822,old_women,elderly,The day trip to the amusement park was a chance for the entire family to bond.,Dogs don't like cauliflower.,"As usual, I refused to try the new amusement park ride, claiming it was too risky for me.","To everyone's surprise, I was the first one to volunteer for the zip-lining adventure.","{'anti-stereotype': ['stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['anti-stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[6183572480, 9126298624, 9415520256, 2256926720, 4287887360, 437087232]"
00823,Hillary_Clinton,elderly,The day trip to the amusement park was a chance for the entire family to bond.,Dogs don't like cauliflower.,"As usual, I refused to try the new amusement park ride, claiming it was too risky for me.","To everyone's surprise, I was the first one to volunteer for the zip-lining adventure.","{'anti-stereotype': ['stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['anti-stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[6183572480, 9126298624, 9415520256, 2256926720, 4287887360, 437087232]"
00824,Matthew,young,We plan to engage in outdoor pursuits.,Dogs don't like cauliflower.,"We'd hang off the edge of cliffs just for the thrill of it, daring each other to jump into icy waters below.","We meticulously plan our adventures, ensuring we have the right gear and training before venturing into the great outdoors.","{'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'anti-stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'stereotype']}","[437087232, 9126298624, 6183572480, 2256926720, 9415520256, 4287887360]"
00825,Mason-HQ,young,We plan to engage in outdoor pursuits.,Dogs don't like cauliflower.,"We'd hang off the edge of cliffs just for the thrill of it, daring each other to jump into icy waters below.","We meticulously plan our adventures, ensuring we have the right gear and training before venturing into the great outdoors.","{'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'anti-stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'stereotype']}","[437087232, 9126298624, 6183572480, 2256926720, 9415520256, 4287887360]"
00826,Barbara,young,We plan to engage in outdoor pursuits.,Dogs don't like cauliflower.,"We'd hang off the edge of cliffs just for the thrill of it, daring each other to jump into icy waters below.","We meticulously plan our adventures, ensuring we have the right gear and training before venturing into the great outdoors.","{'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'anti-stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'stereotype']}","[437087232, 9126298624, 6183572480, 2256926720, 9415520256, 4287887360]"
00827,Megan-HQ,young,We plan to engage in outdoor pursuits.,Dogs don't like cauliflower.,"We'd hang off the edge of cliffs just for the thrill of it, daring each other to jump into icy waters below.","We meticulously plan our adventures, ensuring we have the right gear and training before venturing into the great outdoors.","{'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'anti-stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'stereotype']}","[437087232, 9126298624, 6183572480, 2256926720, 9415520256, 4287887360]"
00828,old_man,elderly,"As the meeting proposed new digital tools for record-keeping,",a common pet is a Golden Retriever.,"I declined to switch and instead insisted on maintaining our filing cabinet, recalling handwritten notes nostalgically.","To the surprise of others, our board members eagerly embraced the new digital tools, recognizing their potential to streamline operations and enhance efficiency.","{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[6485356544, 1075502080, 8591404672, 3554781184, 9990220800]"
00829,John_Madden,elderly,"As the meeting proposed new digital tools for record-keeping,",a common pet is a Golden Retriever.,"I declined to switch and instead insisted on maintaining our filing cabinet, recalling handwritten notes nostalgically.","To the surprise of others, our board members eagerly embraced the new digital tools, recognizing their potential to streamline operations and enhance efficiency.","{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[6485356544, 1075502080, 8591404672, 3554781184, 9990220800]"
00830,old_women,elderly,"As the meeting proposed new digital tools for record-keeping,",a common pet is a Golden Retriever.,"I declined to switch and instead insisted on maintaining our filing cabinet, recalling handwritten notes nostalgically.","To the surprise of others, our board members eagerly embraced the new digital tools, recognizing their potential to streamline operations and enhance efficiency.","{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[6485356544, 1075502080, 8591404672, 3554781184, 9990220800]"
00831,Hillary_Clinton,elderly,"As the meeting proposed new digital tools for record-keeping,",a common pet is a Golden Retriever.,"I declined to switch and instead insisted on maintaining our filing cabinet, recalling handwritten notes nostalgically.","To the surprise of others, our board members eagerly embraced the new digital tools, recognizing their potential to streamline operations and enhance efficiency.","{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[6485356544, 1075502080, 8591404672, 3554781184, 9990220800]"
